15,35,40,22,30
23,6,33,45,12
23,18,29,46,37
37,0,15,39,35
25,10,30,35,41
0,14,42,29,19
36,35,1,50,41
11,49,26,44,30
29,28,50,32,24
13,34,6,33,42
21,22,43,5,13
45,47,0,10,27
9,43,6,18,21
14,39,50,44,34
1,16,38,7,31
2,21,46,37,1
40,2,46,29,39
34,38,26,41,29
31,38,1,34,28
37,1,19,18,29
29,42,12,51,8
49,6,1,25,20
43,25,2,6,50
42,14,10,45,0
48,27,8,46,42
23,19,13,1,17
47,25,1,21,9
50,48,9,6,10
47,2,8,30,44
16,51,12,31,27
1,46,49,43,2
39,5,44,48,41
39,37,7,34,12
25,3,12,42,46
34,35,0,37,3
9,43,44,51,28
4,19,15,33,11
25,18,9,5,20
44,3,4,1,13
26,12,49,50,25
30,29,0,17,35
18,4,26,32,36
30,44,26,25,41
6,3,10,42,35
19,1,6,38,17
42,0,32,16,41
24,21,1,38,33
30,9,38,40,0
28,6,49,19,15
41,27,22,44,51
35,38,49,8,41
20,44,27,4,23
45,28,2,24,1
42,43,26,45,36
22,25,9,42,14
34,45,6,47,19
44,11,29,7,45
35,51,20,21,5
51,47,0,9,31
46,37,16,25,42
36,27,40,23,48
42,5,43,26,0
43,41,31,5,17
20,14,0,43,44
21,0,26,2,10
9,11,45,2,27
16,11,2,50,45
13,28,43,21,25
3,36,49,21,2
37,44,0,17,32
41,10,31,15,30
34,13,23,15,47
33,24,48,0,19
10,48,45,8,20
24,4,30,14,13
27,44,51,49,45
25,29,43,42,45
37,14,45,39,40
26,32,43,20,41
29,37,30,5,36
11,21,9,45,48
29,3,17,33,26
46,13,2,4,39
48,31,18,38,37
25,26,44,50,28
26,31,9,25,5
39,27,42,41,32
14,16,33,17,20
23,16,32,20,6
5,15,9,29,10
4,34,30,27,38
30,49,34,17,7
20,4,1,22,46
17,24,2,3,21
50,1,43,30,5
24,48,9,8,19
6,8,27,47,31
15,30,4,19,46
30,7,21,34,14
26,34,18,28,49
30,22,23,16,6
14,48,45,4,46
15,43,28,24,51
2,23,51,26,32
22,14,48,24,11
2,49,0,20,44
44,27,10,29,19
40,34,36,41,1
42,14,34,30,40
20,28,11,16,5
34,43,5,25,31
19,32,51,16,8
9,21,34,29,27
50,3,51,4,7
12,39,9,1,44
16,18,47,20,39
0,21,23,28,43
25,26,45,33,24
14,33,22,18,40
43,28,46,2,0
44,1,7,51,3
0,51,13,6,37
15,27,25,47,41
50,35,33,48,8
22,17,41,38,46
3,28,4,29,12
7,31,41,3,50
34,2,14,8,10
16,46,1,34,49
10,48,21,24,49
44,0,47,21,14
11,51,37,23,50
48,21,28,24,31
34,50,47,24,20
45,31,47,40,13
11,20,40,48,6
44,49,19,18,4
6,17,51,10,36
40,18,45,46,42
8,49,37,42,50
8,17,30,28,25
50,37,22,1,19
5,39,14,10,26
14,32,8,18,2
46,50,22,42,51
8,0,35,11,28
20,23,15,6,36
31,9,30,19,1
1,30,46,29,26
13,1,24,49,48
10,33,42,5,6
32,21,37,4,17
21,10,4,9,6
10,29,22,2,41
45,31,40,24,19
2,47,29,20,13
13,2,49,3,21
49,8,30,44,18
11,7,28,15,6
19,2,39,9,16
3,22,24,49,16
39,37,49,50,19
26,51,37,35,29
1,47,46,22,37
22,3,19,48,8
23,51,31,28,22
9,42,12,40,15
30,46,4,14,39
46,38,2,48,29
46,30,37,10,25
2,35,14,15,24
24,30,26,1,25
21,2,24,14,22
7,13,20,18,29
26,28,7,36,44
18,1,13,34,5
25,20,4,36,40
23,38,44,41,14
13,35,33,12,47
35,48,12,22,11
8,18,28,48,36
10,7,25,33,29
10,9,28,13,21
47,46,48,35,16
8,33,31,40,6
26,42,5,18,33
32,20,14,33,41
16,9,34,38,1
48,3,1,36,40
50,14,44,11,19
31,12,4,51,0
42,24,29,35,22
41,34,45,12,39
43,47,0,23,34
16,27,21,0,33
36,8,38,40,24
33,38,51,11,44
16,1,7,11,5
44,14,5,26,36
50,23,51,0,4
14,22,32,45,37
9,14,20,1,44
20,17,18,0,5
2,8,35,43,41
42,38,28,12,26
8,29,10,38,46
45,25,32,13,23
22,41,30,26,36
33,15,25,2,35
36,40,25,34,44
40,35,21,20,51
41,45,46,1,36
41,2,9,3,0
49,24,0,40,50
29,45,20,5,4
12,51,44,21,10
6,32,37,36,11
12,5,36,23,14
35,11,44,15,41
20,5,9,21,45
5,16,0,33,3
24,17,20,16,36
33,17,9,38,7
43,11,29,47,51
4,44,9,2,32
48,5,11,46,30
17,30,28,0,6
47,27,51,28,42
27,47,25,42,12
5,1,45,16,19
24,28,18,4,35
17,50,45,11,1
29,4,43,26,17
6,46,11,36,39
35,6,21,31,49
31,25,35,24,12
1,33,12,23,25
11,14,28,48,34
16,31,39,38,47
40,2,43,21,42
28,45,19,42,17
7,20,50,42,6
13,39,33,47,28
51,37,10,5,41
20,19,47,16,7
3,47,2,28,42
25,44,5,49,50
49,16,20,1,51
31,18,0,35,43
47,49,38,34,14
20,28,50,39,0
33,12,48,15,32
38,49,35,7,27
2,27,1,20,13
39,35,11,49,8
3,45,17,15,23
27,49,7,15,10
5,9,26,47,17
48,18,25,33,37
27,5,15,34,46
34,48,22,1,3
30,6,31,15,24
19,3,33,17,23
49,40,51,11,1
39,33,45,36,7
50,41,0,44,22
38,4,26,27,12
29,22,41,44,17
39,22,46,7,51
24,41,15,51,8
51,39,37,14,22
21,30,33,34,36
3,17,33,11,36
8,29,13,37,45
36,9,3,14,15
49,14,7,40,1
38,45,35,20,44
20,7,4,35,23
9,24,27,25,42
31,18,33,49,5
3,46,32,26,42
1,44,40,11,21
27,21,26,8,31
23,42,2,36,6
6,25,48,13,15
21,22,23,0,37
2,47,46,50,17
18,26,11,38,41
32,11,0,31,9
6,28,10,24,9
11,38,25,9,44
24,17,15,45,42
44,39,5,29,20
28,16,31,9,8
40,14,27,1,45
18,11,45,5,34
20,38,31,36,5
36,35,30,1,42
45,15,32,7,12
16,43,33,17,42
47,35,46,30,12
0,17,40,11,37
9,39,12,42,44
47,42,13,25,40
37,34,32,35,16
13,30,11,17,46
34,38,46,5,0
7,31,1,42,45
44,17,3,0,41
43,24,9,18,34
34,9,25,41,50
11,44,50,23,33
23,9,2,26,47
1,9,32,45,10
12,32,27,38,34
46,24,9,36,23
27,36,3,29,24
32,16,3,8,20
17,13,5,32,46
49,39,48,23,1
41,1,30,29,34
1,17,35,38,33
41,44,20,11,47
31,24,10,32,46
6,41,5,25,13
17,49,12,28,29
45,17,32,12,40
15,47,51,24,8
13,36,1,20,23
32,49,28,31,30
28,36,37,34,47
37,18,4,23,50
7,34,10,51,27
51,45,38,9,12
33,35,2,14,27
49,47,0,10,42
40,14,9,39,25
5,4,22,27,34
4,39,9,20,35
24,0,8,50,11
4,22,6,12,33
50,0,44,49,46
9,32,27,35,21
49,20,1,5,36
25,9,46,17,0
12,14,44,24,48
42,48,39,19,40
31,19,47,0,24
18,3,32,13,22
44,42,41,31,16
8,11,24,36,42
49,43,7,11,16
2,0,31,39,47
20,36,21,28,26
17,13,2,22,23
25,26,13,12,23
25,48,28,42,40
1,27,44,6,21
9,26,5,19,46
3,45,38,23,15
42,22,15,10,25
18,7,28,11,1
29,30,5,3,23
6,21,42,12,43
15,40,7,4,5
3,31,39,46,23
27,23,13,46,30
42,44,38,17,39
17,6,42,12,25
9,24,51,26,37
43,25,48,18,17
33,36,42,38,7
36,0,29,42,16
47,8,36,4,20
35,7,46,43,38
5,40,18,15,46
24,23,40,5,4
14,0,15,18,1
0,23,2,40,44
4,19,12,34,15
37,5,7,19,4
34,38,13,6,44
4,18,44,31,21
50,47,48,34,39
38,3,39,43,37
11,37,27,24,41
38,18,14,26,45
22,31,35,9,47
44,22,43,15,12
47,50,30,7,41
38,29,47,3,30
5,17,41,34,9
42,36,5,33,31
15,20,43,11,9
47,22,0,21,2
4,29,50,14,3
23,39,33,35,11
3,36,7,22,44
4,3,43,15,45
25,43,19,38,51
38,11,24,28,43
17,42,9,7,16
17,26,11,19,0
6,14,38,9,33
3,37,10,15,17
25,36,44,31,14
30,41,2,29,21
42,43,37,31,34
40,42,49,34,22
31,42,33,51,3
18,29,15,42,47
29,2,1,3,27
25,15,36,21,4
37,42,48,17,3
37,2,5,25,31
26,10,30,42,16
49,11,47,20,5
41,2,32,44,0
21,0,19,41,37
38,35,26,32,28
4,13,45,46,40
11,0,18,31,10
14,33,16,45,3
36,26,49,33,34
10,2,28,20,48
11,43,47,45,29
50,40,36,41,28
29,7,50,38,22
16,38,1,14,21
8,26,17,2,32
31,37,1,9,50
40,20,42,51,11
31,11,45,30,13
28,16,21,38,2
29,45,0,48,38
30,49,2,27,19
3,15,11,34,4
40,48,51,46,3
41,12,34,49,5
15,49,37,11,28
48,50,33,21,17
41,5,45,50,43
14,34,42,35,22
0,40,51,49,44
6,4,45,49,15
18,15,39,26,9
29,46,41,3,27
31,49,33,37,41
0,34,42,1,10
40,33,6,49,23
2,12,24,7,5
10,43,44,14,24
12,45,32,1,3
1,16,5,25,29
18,51,2,34,40
14,15,42,45,36
30,27,20,24,48
43,41,29,50,21
10,0,42,49,44
21,43,11,19,49
27,38,0,32,33
29,50,18,25,37
47,49,36,27,7
21,17,3,34,5
39,25,45,12,8
30,16,20,26,40
25,11,27,7,4
6,23,30,20,31
32,8,7,14,40
7,0,28,36,25
46,49,23,12,48
45,13,19,2,40
15,25,29,34,28
8,9,4,40,41
6,10,47,9,41
7,51,35,33,40
22,10,48,44,8
6,51,30,32,10
14,31,36,50,30
28,6,10,12,35
7,25,8,26,20
46,24,25,17,38
38,29,31,26,9
35,30,36,28,38
40,8,23,17,16
4,35,5,23,34
40,21,26,47,32
31,26,45,5,23
7,31,15,10,49
17,7,12,14,51
21,32,44,49,30
8,14,34,30,32
13,16,26,29,41
27,45,28,30,24
35,41,29,16,9
50,10,33,32,12
41,16,42,10,20
46,1,11,47,48
46,1,43,26,21
43,35,44,4,27
4,8,0,36,24
17,8,40,31,14
5,44,46,47,16
7,27,46,6,41
37,46,39,18,17
38,22,30,16,39
28,1,5,25,13
10,12,15,30,45
33,4,17,9,7
23,33,45,50,17
49,47,18,17,10
35,16,51,33,13
44,42,26,6,21
17,43,49,23,9
0,5,40,18,41
34,16,41,38,49
4,10,51,12,8
28,34,29,3,42
24,43,3,4,31
45,3,28,11,7
38,42,2,0,34
20,45,9,22,4
41,36,26,25,48
16,43,8,48,42
8,26,36,17,30
35,26,32,23,3
35,28,39,12,51
16,20,51,46,9
10,13,17,42,29
36,35,9,28,50
23,18,48,50,38
19,16,0,48,4
45,15,41,8,40
46,5,41,40,32
31,7,30,1,12
39,25,0,32,36
13,2,22,48,38
22,34,23,48,40
40,44,0,48,6
23,29,46,18,7
50,47,20,8,21
34,45,19,10,18
4,48,50,6,12
49,44,45,25,47
31,9,4,50,40
4,44,46,24,49
43,39,11,15,17
20,41,39,2,34
49,30,3,41,21
20,18,36,26,0
21,38,20,24,41
48,14,42,5,27
4,31,9,26,34
32,7,36,20,37
48,37,24,32,6
2,16,47,31,32
0,15,13,33,22
11,0,29,35,40
5,27,19,34,24
46,0,10,32,12
15,27,1,22,40
10,48,16,0,19
34,30,20,48,51
1,14,2,5,46
16,46,33,30,44
19,48,32,49,36
46,23,14,8,18
1,51,46,16,13
8,13,3,18,23
51,5,22,7,47
8,28,29,37,14
13,22,35,31,44
39,40,6,21,1
12,36,28,0,5
1,34,17,31,25
4,41,50,29,16
2,35,25,47,34
23,42,3,20,39
50,3,10,46,43
1,27,18,23,45
48,20,5,43,35
30,19,42,35,11
27,3,16,40,41
20,7,25,42,26
49,45,5,6,2
36,49,43,14,24
48,20,45,36,34
25,8,40,3,37
32,19,3,17,46
49,12,39,21,44
32,15,5,39,14
5,39,38,44,34
18,1,48,41,44
7,39,21,38,12
39,21,29,26,47
28,23,24,10,45
23,31,38,44,26
44,25,41,23,35
27,11,51,22,33
48,42,44,49,14
35,2,6,47,16
8,41,35,47,20
1,10,46,0,37
41,33,5,21,46
12,14,26,10,7
49,46,29,15,2
18,16,32,23,35
8,13,26,36,27
5,33,12,40,18
34,15,13,16,14
7,2,0,19,49
12,0,49,13,41
5,51,45,44,7
35,3,50,43,23
18,5,4,17,39
44,22,50,4,19
38,45,6,22,27
4,39,28,15,24
21,0,44,19,7
21,30,4,46,35
38,32,10,1,50
23,1,13,16,2
37,47,15,29,20
29,36,7,49,40
9,33,31,5,48
27,24,23,1,6
1,30,27,2,11
22,47,16,39,42
21,48,25,50,16
45,4,20,32,12
41,51,36,7,12
30,44,20,39,13
31,45,33,51,30
42,8,22,16,43
41,49,13,3,30
28,6,38,33,20
37,28,27,50,16
23,40,38,22,31
1,31,23,30,5
47,29,14,39,45
3,48,20,11,14
18,33,12,43,44
39,32,37,3,35
35,39,18,1,42
17,46,25,23,20
50,3,43,32,47
25,40,42,47,4
31,1,5,11,29
41,24,50,0,37
3,31,9,15,7
43,49,28,5,3
28,12,30,47,33
15,5,41,9,19
36,17,48,11,18
11,10,6,12,2
3,39,42,28,51
8,32,10,0,23
50,21,11,42,7
27,47,26,19,10
6,45,46,23,20
37,35,16,2,33
22,41,13,32,47
21,19,3,33,50
41,30,7,40,43
16,46,7,17,32
0,14,9,34,33
6,47,7,20,4
40,32,12,3,7
22,45,29,23,4
7,36,32,48,42
42,37,25,30,1
16,37,21,38,39
43,5,27,15,6
35,31,45,41,9
13,3,0,12,49
17,6,27,31,18
35,23,39,1,40
20,49,41,22,21
15,18,8,51,16
32,42,38,41,21
38,20,46,27,31
46,41,43,5,50
34,48,23,8,39
32,44,40,4,43
18,16,35,50,19
5,19,40,16,23
39,50,13,14,6
37,41,50,39,16
9,18,8,48,50
16,41,50,1,45
7,19,17,39,8
0,8,51,2,28
12,3,10,19,1
4,33,25,41,46
32,2,18,23,1
21,13,36,19,10
49,22,44,40,10
11,3,0,48,1
7,14,8,44,26
16,17,37,34,26
47,8,2,3,14
2,34,4,0,8
0,22,16,32,18
38,23,47,49,33
30,31,42,1,15
23,27,21,2,3
27,37,9,51,36
24,22,12,36,19
43,37,2,34,20
50,26,45,13,27
40,16,35,14,15
20,37,18,44,39
51,31,44,11,22
15,1,31,19,9
18,42,48,29,33
9,33,29,38,7
43,13,35,28,34
29,13,31,39,19
28,12,44,13,35
12,36,29,41,6
9,33,11,35,21
46,4,44,25,8
4,38,47,42,49
30,31,39,10,23
10,19,11,27,33
30,45,17,22,12
10,19,1,4,0
37,19,9,30,11
50,44,19,22,35
25,35,1,23,0
15,40,9,4,2
45,14,10,17,8
21,48,47,37,40
44,21,27,37,3
50,7,17,51,1
32,33,34,39,18
12,50,47,5,49
9,34,44,17,0
23,30,11,50,34
50,3,47,20,13
10,16,33,36,45
11,18,6,1,30
24,42,38,14,7
12,19,23,45,18
17,3,42,7,30
21,50,22,33,30
44,50,13,29,16
20,13,41,3,44
19,51,41,36,42
16,51,43,34,18
45,22,51,37,33
46,19,20,32,38
44,13,29,37,1
48,12,6,20,42
10,32,49,16,12
38,0,24,29,22
16,39,44,6,8
51,19,37,6,38
28,25,29,37,15
1,31,28,50,29
32,42,35,40,51
31,22,28,34,16
24,13,19,2,12
3,17,13,37,23
24,50,23,10,36
5,42,1,18,29
41,0,5,47,51
31,28,39,14,18
48,8,0,6,14
12,45,50,3,0
33,48,6,10,34
46,3,38,45,41
37,4,6,10,41
30,32,39,48,16
28,2,6,49,22
36,31,42,28,40
36,18,1,6,25
14,34,36,25,16
37,36,2,48,1
13,42,0,11,31
45,23,0,1,27
10,46,2,28,23
22,23,34,1,15
33,45,24,41,11
42,38,21,9,44
14,25,22,33,50
0,51,5,34,27
42,23,19,9,8
28,23,27,49,6
5,43,39,15,38
45,49,13,28,48
37,14,35,24,17
3,39,37,23,16
10,33,22,25,27
19,23,34,29,24
16,51,35,44,31
23,46,10,22,33
20,35,38,16,30
20,18,7,30,14
47,5,25,23,30
40,1,0,37,41
39,50,10,17,13
16,11,18,51,38
36,43,12,5,31
24,48,31,46,10
12,6,29,35,3
10,20,34,7,47
42,20,47,29,9
51,5,16,8,42
17,8,38,24,23
39,41,13,12,27
6,43,24,36,47
36,50,23,45,26
35,39,22,34,21
0,21,23,30,22
29,33,10,39,21
40,29,22,8,11
23,32,43,39,11
16,42,32,23,27
50,19,41,27,49
7,9,2,43,23
37,23,8,33,50
19,17,41,13,3
39,2,20,26,8
2,24,3,43,11
25,10,23,42,51
34,26,0,39,24
5,41,50,47,46
47,11,0,4,34
2,40,4,16,12
44,6,17,46,25
18,42,24,6,20
1,43,38,6,16
26,14,41,6,7
13,51,40,45,37
41,45,43,15,17
3,39,22,0,51
14,10,30,36,24
2,15,32,35,13
45,26,47,36,6
45,33,19,27,10
33,17,43,11,21
36,46,33,44,34
16,49,51,41,0
40,30,38,21,2
11,2,29,44,7
16,5,48,32,21
11,43,22,12,33
1,14,33,28,18
2,37,21,11,36
49,43,33,4,25
42,13,26,7,3
22,32,49,37,47
2,29,21,25,5
29,17,24,27,19
39,29,14,33,25
44,37,23,40,24
46,38,34,37,0
43,37,51,46,22
47,16,48,45,39
36,12,28,35,8
13,37,23,47,48
16,41,47,10,1
19,51,14,38,20
17,16,19,48,51
38,35,42,28,15
19,24,42,27,50
46,35,36,42,28
46,43,16,50,18
51,21,47,24,23
33,39,18,44,8
24,35,27,19,34
17,29,28,11,43
10,28,43,23,17
5,15,44,16,29
2,25,41,37,1
8,13,14,30,40
3,13,39,12,46
3,19,34,11,51
28,43,29,14,45
28,2,13,3,12
11,15,19,5,8
29,8,41,28,18
12,46,42,33,10
21,49,30,31,11
18,16,40,9,23
10,42,40,41,6
15,26,3,34,22
7,22,41,40,51
22,27,28,6,4
48,29,44,18,13
48,44,43,49,26
47,49,28,44,3
26,4,3,47,12
44,10,26,34,39
12,34,48,6,27
20,31,7,36,51
34,14,41,20,51
5,1,4,7,27
41,20,7,0,11
12,17,35,41,4
43,45,17,1,33
7,29,31,2,20
36,38,4,40,14
7,49,42,48,41
18,7,17,33,44
7,11,8,20,29
14,1,37,34,12
31,37,23,35,24
4,50,15,19,45
39,23,1,11,44
12,25,51,20,6
43,39,22,33,37
5,30,40,37,21
37,41,49,31,8
42,23,38,21,25
42,51,2,34,20
